,category,v1,v2,v3,v4,word,Score
1354,capital-world,Bern,Switzerland,Kathmandu,Nepal,Nepal,0.5984917879104614
1355,capital-world,Bern,Switzerland,Khartoum,Sudan,Sudan,0.6000595092773438
1356,capital-world,Bern,Switzerland,Kiev,Ukraine,Ukraine,0.6488054990768433
1357,capital-world,Bern,Switzerland,Kigali,Rwanda,Rwanda,0.6247084736824036
1358,capital-world,Bern,Switzerland,Kingston,Jamaica,Jamaica,0.46114519238471985
1359,capital-world,Bern,Switzerland,Libreville,Gabon,Gabon,0.5798880457878113
1360,capital-world,Bern,Switzerland,Lilongwe,Malawi,Malawi,0.6219993233680725
1361,capital-world,Bern,Switzerland,Lima,Peru,Peru,0.5209615230560303
1362,capital-world,Bern,Switzerland,Lisbon,Portugal,Portugal,0.6003162860870361
1363,capital-world,Bern,Switzerland,Ljubljana,Slovenia,Austria,0.6142242550849915
1364,capital-world,Bishkek,Kyrgyzstan,Bratislava,Slovakia,Slovakia,0.6834548115730286
1365,capital-world,Bishkek,Kyrgyzstan,Brussels,Belgium,EU,0.6836265921592712
1366,capital-world,Bishkek,Kyrgyzstan,Bucharest,Romania,Romania,0.7642885446548462
1367,capital-world,Bishkek,Kyrgyzstan,Budapest,Hungary,Hungary,0.7485014200210571
1368,capital-world,Bishkek,Kyrgyzstan,Bujumbura,Burundi,Burundi,0.7496723532676697
1369,capital-world,Bishkek,Kyrgyzstan,Cairo,Egypt,Egypt,0.7715529203414917
1370,capital-world,Bishkek,Kyrgyzstan,Canberra,Australia,Australia,0.699225664138794
1371,capital-world,Bishkek,Kyrgyzstan,Caracas,Venezuela,Venezuela,0.7684608101844788
1372,capital-world,Bishkek,Kyrgyzstan,Chisinau,Moldova,Moldova,0.7735968828201294
1373,capital-world,Bishkek,Kyrgyzstan,Conakry,Guinea,Cote_d'_Ivoire,0.6635040044784546
1374,capital-world,Bishkek,Kyrgyzstan,Copenhagen,Denmark,Copenhagen_Denmark,0.5767205953598022
1375,capital-world,Bishkek,Kyrgyzstan,Dakar,Senegal,Dakar_Rally,0.6437373757362366
1376,capital-world,Bishkek,Kyrgyzstan,Damascus,Syria,Syria,0.7806217074394226
1377,capital-world,Bishkek,Kyrgyzstan,Dhaka,Bangladesh,Bangladesh,0.8018609881401062
1378,capital-world,Bishkek,Kyrgyzstan,Doha,Qatar,Qatar,0.6078771948814392
1379,capital-world,Bishkek,Kyrgyzstan,Dublin,Ireland,Ireland,0.7069973349571228
1380,capital-world,Bishkek,Kyrgyzstan,Dushanbe,Tajikistan,Tajikistan,0.8033533692359924
1381,capital-world,Bishkek,Kyrgyzstan,Funafuti,Tuvalu,Kiribati,0.5720301866531372
1382,capital-world,Bishkek,Kyrgyzstan,Gaborone,Botswana,Botswana,0.7962424755096436
1383,capital-world,Bishkek,Kyrgyzstan,Georgetown,Guyana,Villanova,0.5380846858024597
1384,capital-world,Bishkek,Kyrgyzstan,Hanoi,Vietnam,Viet_Nam,0.736888587474823
1385,capital-world,Bishkek,Kyrgyzstan,Harare,Zimbabwe,Zimbabwe,0.8276698589324951
1386,capital-world,Bishkek,Kyrgyzstan,Havana,Cuba,Cuba,0.7855089902877808
1387,capital-world,Bishkek,Kyrgyzstan,Helsinki,Finland,Finland,0.6624544858932495
1388,capital-world,Bishkek,Kyrgyzstan,Islamabad,Pakistan,Pakistan,0.8154585361480713
1389,capital-world,Bishkek,Kyrgyzstan,Jakarta,Indonesia,Indonesia,0.7930324673652649
1390,capital-world,Bishkek,Kyrgyzstan,Kabul,Afghanistan,Afghan,0.7229081988334656
1391,capital-world,Bishkek,Kyrgyzstan,Kampala,Uganda,Uganda,0.8117165565490723
1392,capital-world,Bishkek,Kyrgyzstan,Kathmandu,Nepal,Nepal,0.8069133162498474
1393,capital-world,Bishkek,Kyrgyzstan,Khartoum,Sudan,Sudan,0.8259357213973999
1394,capital-world,Bishkek,Kyrgyzstan,Kiev,Ukraine,Ukraine,0.811288595199585
1395,capital-world,Bishkek,Kyrgyzstan,Kigali,Rwanda,Rwanda,0.7718188166618347
1396,capital-world,Bishkek,Kyrgyzstan,Kingston,Jamaica,Jamaica,0.563863217830658
1397,capital-world,Bishkek,Kyrgyzstan,Libreville,Gabon,Gabon,0.7136081457138062
1398,capital-world,Bishkek,Kyrgyzstan,Lilongwe,Malawi,Malawi,0.7513067126274109
1399,capital-world,Bishkek,Kyrgyzstan,Lima,Peru,Peru,0.6578736901283264
1400,capital-world,Bishkek,Kyrgyzstan,Lisbon,Portugal,Lion_Bertie_Auld,0.6198000311851501
1401,capital-world,Bishkek,Kyrgyzstan,Ljubljana,Slovenia,Slovenian,0.6564323902130127
1402,capital-world,Bishkek,Kyrgyzstan,London,England,EURASIAN_NATURAL_RESOURCES_CORP.,0.6115816235542297
1403,capital-world,Bratislava,Slovakia,Brussels,Belgium,EU,0.6876580119132996
1404,capital-world,Bratislava,Slovakia,Bucharest,Romania,Romania,0.7845482230186462
1405,capital-world,Bratislava,Slovakia,Budapest,Hungary,Hungary,0.753792941570282
1406,capital-world,Bratislava,Slovakia,Bujumbura,Burundi,Burundi,0.6551359295845032
1407,capital-world,Bratislava,Slovakia,Cairo,Egypt,Egypt,0.7087724804878235
1408,capital-world,Bratislava,Slovakia,Canberra,Australia,Australia,0.7206778526306152
1409,capital-world,Bratislava,Slovakia,Caracas,Venezuela,Venezuela,0.7277591228485107
1410,capital-world,Bratislava,Slovakia,Chisinau,Moldova,Moldova,0.7163625359535217
1411,capital-world,Bratislava,Slovakia,Conakry,Guinea,Burkina_Faso,0.6214932203292847
1412,capital-world,Bratislava,Slovakia,Copenhagen,Denmark,Denmark,0.6326284408569336
1413,capital-world,Bratislava,Slovakia,Dakar,Senegal,Dakar_Rally,0.6127769947052002
1414,capital-world,Bratislava,Slovakia,Damascus,Syria,Syria,0.7264375686645508
1415,capital-world,Bratislava,Slovakia,Dhaka,Bangladesh,Bangladesh,0.7687466144561768
1416,capital-world,Bratislava,Slovakia,Doha,Qatar,Qatar,0.5794209241867065
1417,capital-world,Bratislava,Slovakia,Dublin,Ireland,Ireland,0.7324891686439514
1418,capital-world,Bratislava,Slovakia,Dushanbe,Tajikistan,Tajikistan,0.7090097665786743
1419,capital-world,Bratislava,Slovakia,Funafuti,Tuvalu,lying_atolls,0.5149520635604858
1420,capital-world,Bratislava,Slovakia,Gaborone,Botswana,Botswana,0.6895046830177307
1421,capital-world,Bratislava,Slovakia,Georgetown,Guyana,Villanova,0.5476721525192261
1422,capital-world,Bratislava,Slovakia,Hanoi,Vietnam,Viet_Nam,0.6599034070968628
1423,capital-world,Bratislava,Slovakia,Harare,Zimbabwe,Zimbabwe,0.7440745234489441
1424,capital-world,Bratislava,Slovakia,Havana,Cuba,Cuba,0.7267718315124512
1425,capital-world,Bratislava,Slovakia,Helsinki,Finland,Finland,0.7349858283996582
1426,capital-world,Bratislava,Slovakia,Islamabad,Pakistan,Pakistan,0.7562606930732727
1427,capital-world,Bratislava,Slovakia,Jakarta,Indonesia,Indonesia,0.7520290017127991
1428,capital-world,Bratislava,Slovakia,Kabul,Afghanistan,Afghan,0.6256412863731384
1429,capital-world,Bratislava,Slovakia,Kampala,Uganda,Uganda,0.6849811673164368
1430,capital-world,Bratislava,Slovakia,Kathmandu,Nepal,Nepal,0.7175004482269287
1431,capital-world,Bratislava,Slovakia,Khartoum,Sudan,Sudan,0.7291126251220703
1432,capital-world,Bratislava,Slovakia,Kiev,Ukraine,Ukraine,0.7818359136581421
1433,capital-world,Bratislava,Slovakia,Kigali,Rwanda,Rwanda,0.677286684513092
1434,capital-world,Bratislava,Slovakia,Kingston,Jamaica,Jamaica,0.48706868290901184
1435,capital-world,Bratislava,Slovakia,Libreville,Gabon,Gabon,0.6393743753433228
1436,capital-world,Bratislava,Slovakia,Lilongwe,Malawi,Malawi,0.6673330664634705
1437,capital-world,Bratislava,Slovakia,Lima,Peru,Peru,0.5494146943092346
1438,capital-world,Bratislava,Slovakia,Lisbon,Portugal,Portugal,0.6517849564552307
1439,capital-world,Bratislava,Slovakia,Ljubljana,Slovenia,Slovenia,0.759958803653717
1440,capital-world,Bratislava,Slovakia,London,England,Britain,0.5864200592041016
1441,capital-world,Bratislava,Slovakia,Luanda,Angola,Angola,0.6415122151374817
1442,capital-world,Brussels,Belgium,Bucharest,Romania,Romania,0.6586549282073975
1443,capital-world,Brussels,Belgium,Budapest,Hungary,Hungary,0.6741231083869934
1444,capital-world,Brussels,Belgium,Bujumbura,Burundi,Burundi,0.6097552180290222
1445,capital-world,Brussels,Belgium,Cairo,Egypt,Egypt,0.6047660708427429
1446,capital-world,Brussels,Belgium,Canberra,Australia,Australia,0.6665439605712891
1447,capital-world,Brussels,Belgium,Caracas,Venezuela,Venezuela,0.6306430101394653
1448,capital-world,Brussels,Belgium,Chisinau,Moldova,Moldova,0.5840631127357483
1449,capital-world,Brussels,Belgium,Conakry,Guinea,Burkina_Faso,0.5789152383804321
1450,capital-world,Brussels,Belgium,Copenhagen,Denmark,Denmark,0.6502891182899475
1451,capital-world,Brussels,Belgium,Dakar,Senegal,Senegal,0.5714650750160217
1452,capital-world,Brussels,Belgium,Damascus,Syria,Syria,0.6280955076217651
1453,capital-world,Brussels,Belgium,Dhaka,Bangladesh,Bangladesh,0.643932044506073
1454,capital-world,Brussels,Belgium,Doha,Qatar,Qatar,0.5827538371086121
1455,capital-world,Brussels,Belgium,Dublin,Ireland,Ireland,0.6435962915420532
1456,capital-world,Brussels,Belgium,Dushanbe,Tajikistan,Tajikistan,0.6099649667739868
1457,capital-world,Brussels,Belgium,Funafuti,Tuvalu,Pokai_Bay,0.42844098806381226
1458,capital-world,Brussels,Belgium,Gaborone,Botswana,Botswana,0.6498064994812012
1459,capital-world,Brussels,Belgium,Georgetown,Guyana,Villanova,0.4599365293979645
1460,capital-world,Brussels,Belgium,Hanoi,Vietnam,Viet_Nam,0.6312726736068726
1461,capital-world,Brussels,Belgium,Harare,Zimbabwe,Bulawayo,0.6547976732254028
1462,capital-world,Brussels,Belgium,Havana,Cuba,Cuba,0.5910158157348633
1463,capital-world,Brussels,Belgium,Helsinki,Finland,Finland,0.6656962037086487
1464,capital-world,Brussels,Belgium,Islamabad,Pakistan,Pakistan,0.6498236656188965
1465,capital-world,Brussels,Belgium,Jakarta,Indonesia,Indonesia,0.6793431639671326
1466,capital-world,Brussels,Belgium,Kabul,Afghanistan,Afghan,0.52924644947052
1467,capital-world,Brussels,Belgium,Kampala,Uganda,Uganda,0.673056960105896
1468,capital-world,Brussels,Belgium,Kathmandu,Nepal,Nepal,0.629304051399231
1469,capital-world,Brussels,Belgium,Khartoum,Sudan,Sudan,0.6469732522964478
1470,capital-world,Brussels,Belgium,Kiev,Ukraine,Ukraine,0.6310208439826965
1471,capital-world,Brussels,Belgium,Kigali,Rwanda,Rwanda,0.6318807601928711
1472,capital-world,Brussels,Belgium,Kingston,Jamaica,Jamaica,0.44671472907066345
1473,capital-world,Brussels,Belgium,Libreville,Gabon,Gabon,0.5867812633514404
1474,capital-world,Brussels,Belgium,Lilongwe,Malawi,Botswana,0.5981464385986328
1475,capital-world,Brussels,Belgium,Lima,Peru,Peru,0.5271316170692444
1476,capital-world,Brussels,Belgium,Lisbon,Portugal,Portugal,0.617707371711731
1477,capital-world,Brussels,Belgium,Ljubljana,Slovenia,Celje,0.5816748738288879
1478,capital-world,Brussels,Belgium,London,England,United_Kingdom,0.5095424056053162
1479,capital-world,Brussels,Belgium,Luanda,Angola,Lubango,0.6264137625694275
1480,capital-world,Brussels,Belgium,Lusaka,Zambia,Botswana,0.6455804705619812
1481,capital-world,Bucharest,Romania,Budapest,Hungary,Hungary,0.8340409398078918
1482,capital-world,Bucharest,Romania,Bujumbura,Burundi,Burundi,0.7258921265602112
1483,capital-world,Bucharest,Romania,Cairo,Egypt,Egypt,0.7803071141242981
1484,capital-world,Bucharest,Romania,Canberra,Australia,Australia,0.7311640977859497
1485,capital-world,Bucharest,Romania,Caracas,Venezuela,Venezuela,0.7923667430877686
1486,capital-world,Bucharest,Romania,Chisinau,Moldova,Moldova,0.759521484375
1487,capital-world,Bucharest,Romania,Conakry,Guinea,Burkina_Faso,0.6397982239723206
1488,capital-world,Bucharest,Romania,Copenhagen,Denmark,Denmark,0.6393484473228455
1489,capital-world,Bucharest,Romania,Dakar,Senegal,Dakar_Rally,0.637100338935852
1490,capital-world,Bucharest,Romania,Damascus,Syria,Syria,0.7737154364585876
1491,capital-world,Bucharest,Romania,Dhaka,Bangladesh,Bangladesh,0.8345559239387512
1492,capital-world,Bucharest,Romania,Doha,Qatar,Qatar,0.5818964242935181
1493,capital-world,Bucharest,Romania,Dublin,Ireland,Ireland,0.7962104678153992
1494,capital-world,Bucharest,Romania,Dushanbe,Tajikistan,Tajikistan,0.7605537176132202
1495,capital-world,Bucharest,Romania,Funafuti,Tuvalu,Kiribati,0.5292536616325378
1496,capital-world,Bucharest,Romania,Gaborone,Botswana,Botswana,0.7604739665985107
1497,capital-world,Bucharest,Romania,Georgetown,Guyana,Villanova,0.5295522809028625
1498,capital-world,Bucharest,Romania,Hanoi,Vietnam,Viet_Nam,0.7468668222427368
1499,capital-world,Bucharest,Romania,Harare,Zimbabwe,Zimbabwe,0.7700292468070984
1500,capital-world,Bucharest,Romania,Havana,Cuba,Cuba,0.7830294966697693
1501,capital-world,Bucharest,Romania,Helsinki,Finland,Finland,0.7686095237731934
1502,capital-world,Bucharest,Romania,Islamabad,Pakistan,Pakistan,0.799248993396759
1503,capital-world,Bucharest,Romania,Jakarta,Indonesia,Indonesia,0.8557705879211426
1504,capital-world,Bucharest,Romania,Kabul,Afghanistan,Afghan,0.6551414132118225
1505,capital-world,Bucharest,Romania,Kampala,Uganda,Uganda,0.789825975894928
1506,capital-world,Bucharest,Romania,Kathmandu,Nepal,Nepal,0.7994261980056763
1507,capital-world,Bucharest,Romania,Khartoum,Sudan,Sudan,0.7987031936645508
1508,capital-world,Bucharest,Romania,Kiev,Ukraine,Ukraine,0.8304477334022522
1509,capital-world,Bucharest,Romania,Kigali,Rwanda,Rwanda,0.752244234085083
1510,capital-world,Bucharest,Romania,Kingston,Jamaica,Jamaica,0.5196323990821838
1511,capital-world,Bucharest,Romania,Libreville,Gabon,Gabon,0.6734145283699036
1512,capital-world,Bucharest,Romania,Lilongwe,Malawi,Malawi,0.7159422636032104
1513,capital-world,Bucharest,Romania,Lima,Peru,Peru,0.6307765245437622
1514,capital-world,Bucharest,Romania,Lisbon,Portugal,Portugal,0.6537164449691772
1515,capital-world,Bucharest,Romania,Ljubljana,Slovenia,Slovenia,0.6942771077156067
1516,capital-world,Bucharest,Romania,London,England,Britain,0.6840992569923401
1517,capital-world,Bucharest,Romania,Luanda,Angola,Angolan,0.7117870450019836
1518,capital-world,Bucharest,Romania,Lusaka,Zambia,Zambia,0.8093485236167908
1519,capital-world,Bucharest,Romania,Madrid,Spain,Spain,0.7515621185302734
1520,capital-world,Budapest,Hungary,Bujumbura,Burundi,Burundi,0.7018275856971741
1521,capital-world,Budapest,Hungary,Cairo,Egypt,Egypt,0.780221700668335
1522,capital-world,Budapest,Hungary,Canberra,Australia,Australia,0.7158300876617432
1523,capital-world,Budapest,Hungary,Caracas,Venezuela,Venezuela,0.7879765629768372
1524,capital-world,Budapest,Hungary,Chisinau,Moldova,Moldova,0.7246741652488708
1525,capital-world,Budapest,Hungary,Conakry,Guinea,Burkina_Faso,0.6317600011825562
1526,capital-world,Budapest,Hungary,Copenhagen,Denmark,Denmark,0.6392301917076111
1527,capital-world,Budapest,Hungary,Dakar,Senegal,Dakar_Rally,0.6224853992462158
1528,capital-world,Budapest,Hungary,Damascus,Syria,Syria,0.7635412812232971
1529,capital-world,Budapest,Hungary,Dhaka,Bangladesh,Bangladesh,0.8210652470588684
1530,capital-world,Budapest,Hungary,Doha,Qatar,Qatar,0.5886127352714539
1531,capital-world,Budapest,Hungary,Dublin,Ireland,Ireland,0.7948180437088013
1532,capital-world,Budapest,Hungary,Dushanbe,Tajikistan,Tajikistan,0.7501745820045471
1533,capital-world,Budapest,Hungary,Funafuti,Tuvalu,lying_atolls,0.5160218477249146
1534,capital-world,Budapest,Hungary,Gaborone,Botswana,Botswana,0.7253691554069519
1535,capital-world,Budapest,Hungary,Georgetown,Guyana,Villanova,0.5279744267463684
1536,capital-world,Budapest,Hungary,Hanoi,Vietnam,Viet_Nam,0.737943172454834
1537,capital-world,Budapest,Hungary,Harare,Zimbabwe,Zimbabwe,0.7776763439178467
1538,capital-world,Budapest,Hungary,Havana,Cuba,Cuba,0.7559213042259216
1539,capital-world,Budapest,Hungary,Helsinki,Finland,Finland,0.7908092141151428
1540,capital-world,Budapest,Hungary,Islamabad,Pakistan,Pakistan,0.8035680055618286
1541,capital-world,Budapest,Hungary,Jakarta,Indonesia,Indonesia,0.8196330666542053
1542,capital-world,Budapest,Hungary,Kabul,Afghanistan,Afghan,0.6817625761032104
1543,capital-world,Budapest,Hungary,Kampala,Uganda,Uganda,0.7617868781089783
1544,capital-world,Budapest,Hungary,Kathmandu,Nepal,Nepal,0.8062304258346558
1545,capital-world,Budapest,Hungary,Khartoum,Sudan,Sudan,0.7730472683906555
1546,capital-world,Budapest,Hungary,Kiev,Ukraine,Ukraine,0.8480273485183716
1547,capital-world,Budapest,Hungary,Kigali,Rwanda,Rwanda,0.715608537197113
1548,capital-world,Budapest,Hungary,Kingston,Jamaica,Jamaica,0.5320304036140442
1549,capital-world,Budapest,Hungary,Libreville,Gabon,Gabon,0.6955907940864563
1550,capital-world,Budapest,Hungary,Lilongwe,Malawi,Malawi,0.7029247879981995
1551,capital-world,Budapest,Hungary,Lima,Peru,Peru,0.5935112833976746
1552,capital-world,Budapest,Hungary,Lisbon,Portugal,Portugal,0.664142906665802
1553,capital-world,Budapest,Hungary,Ljubljana,Slovenia,Slovenia,0.7172473669052124
1554,capital-world,Budapest,Hungary,London,England,Britain,0.6843910813331604
1555,capital-world,Budapest,Hungary,Luanda,Angola,Angolan,0.690701425075531
1556,capital-world,Budapest,Hungary,Lusaka,Zambia,Zambia,0.7696363925933838
1557,capital-world,Budapest,Hungary,Madrid,Spain,Spain,0.7628639936447144
1558,capital-world,Budapest,Hungary,Managua,Nicaragua,Nicaragua,0.7064289450645447
1559,capital-world,Bujumbura,Burundi,Cairo,Egypt,Egypt,0.7302764058113098
1560,capital-world,Bujumbura,Burundi,Canberra,Australia,Australia,0.6357889771461487
1561,capital-world,Bujumbura,Burundi,Caracas,Venezuela,Venezuela,0.7138167023658752
1562,capital-world,Bujumbura,Burundi,Chisinau,Moldova,Moldova,0.7483575940132141
1563,capital-world,Bujumbura,Burundi,Conakry,Guinea,Guinea_Bissau,0.6601006388664246
1564,capital-world,Bujumbura,Burundi,Copenhagen,Denmark,Copenhagen_Denmark,0.5857160687446594
1565,capital-world,Bujumbura,Burundi,Dakar,Senegal,Dakar_Rally,0.5952417850494385
1566,capital-world,Bujumbura,Burundi,Damascus,Syria,Syria,0.7454255819320679
1567,capital-world,Bujumbura,Burundi,Dhaka,Bangladesh,Bangladesh,0.7631977796554565
1568,capital-world,Bujumbura,Burundi,Doha,Qatar,WTO_Doha,0.5606135725975037
1569,capital-world,Bujumbura,Burundi,Dublin,Ireland,Ireland,0.688174307346344
1570,capital-world,Bujumbura,Burundi,Dushanbe,Tajikistan,Tajikistan,0.7424312829971313
1571,capital-world,Bujumbura,Burundi,Funafuti,Tuvalu,Kiribati,0.5362879037857056
1572,capital-world,Bujumbura,Burundi,Gaborone,Botswana,Botswana,0.6954233050346375
1573,capital-world,Bujumbura,Burundi,Georgetown,Guyana,Villanova,0.5149215459823608
1574,capital-world,Bujumbura,Burundi,Hanoi,Vietnam,Viet_Nam,0.7270938754081726
1575,capital-world,Bujumbura,Burundi,Harare,Zimbabwe,Zimbabwe,0.7853662371635437
1576,capital-world,Bujumbura,Burundi,Havana,Cuba,Cuba,0.6760458946228027
1577,capital-world,Bujumbura,Burundi,Helsinki,Finland,Finland,0.6502896547317505
1578,capital-world,Bujumbura,Burundi,Islamabad,Pakistan,Pakistan,0.7457963824272156
1579,capital-world,Bujumbura,Burundi,Jakarta,Indonesia,Indonesia,0.7628839612007141
1580,capital-world,Bujumbura,Burundi,Kabul,Afghanistan,Afghanistan,0.7008769512176514
1581,capital-world,Bujumbura,Burundi,Kampala,Uganda,Uganda,0.7577763199806213
1582,capital-world,Bujumbura,Burundi,Kathmandu,Nepal,Nepal,0.7510042786598206
1583,capital-world,Bujumbura,Burundi,Khartoum,Sudan,Sudan,0.7986236214637756
1584,capital-world,Bujumbura,Burundi,Kiev,Ukraine,Ukraine,0.7746481895446777
1585,capital-world,Bujumbura,Burundi,Kigali,Rwanda,Rwanda,0.7706887722015381
1586,capital-world,Bujumbura,Burundi,Kingston,Jamaica,publicist_Joseph_Carozza,0.48543864488601685
1587,capital-world,Bujumbura,Burundi,Libreville,Gabon,Gabon,0.6577179431915283
1588,capital-world,Bujumbura,Burundi,Lilongwe,Malawi,Malawi,0.6582114100456238
1589,capital-world,Bujumbura,Burundi,Lima,Peru,Peru,0.612380862236023
1590,capital-world,Bujumbura,Burundi,Lisbon,Portugal,Lion_Bertie_Auld,0.6052042841911316
1591,capital-world,Bujumbura,Burundi,Ljubljana,Slovenia,Slovenian,0.6127652525901794
1592,capital-world,Bujumbura,Burundi,London,England,Britain,0.5788042545318604
1593,capital-world,Bujumbura,Burundi,Luanda,Angola,Angola,0.6746980547904968
1594,capital-world,Bujumbura,Burundi,Lusaka,Zambia,Zambia,0.7342292070388794
1595,capital-world,Bujumbura,Burundi,Madrid,Spain,Spain,0.624397337436676
1596,capital-world,Bujumbura,Burundi,Managua,Nicaragua,Nicaragua,0.7040581107139587
1597,capital-world,Bujumbura,Burundi,Manama,Bahrain,Bahrain,0.6864603757858276
1598,capital-world,Cairo,Egypt,Canberra,Australia,Australia,0.6811555027961731
1599,capital-world,Cairo,Egypt,Caracas,Venezuela,Venezuela,0.7967398166656494
1600,capital-world,Cairo,Egypt,Chisinau,Moldova,Moldova,0.7341817617416382
1601,capital-world,Cairo,Egypt,Conakry,Guinea,Guinea,0.6395461559295654
1602,capital-world,Cairo,Egypt,Copenhagen,Denmark,Denmark,0.6036932468414307
1603,capital-world,Cairo,Egypt,Dakar,Senegal,Mauritania,0.6445457935333252
1604,capital-world,Cairo,Egypt,Damascus,Syria,Syria,0.8117659091949463
1605,capital-world,Cairo,Egypt,Dhaka,Bangladesh,Bangladesh,0.7952538728713989
1606,capital-world,Cairo,Egypt,Doha,Qatar,Qatar,0.5935312509536743
1607,capital-world,Cairo,Egypt,Dublin,Ireland,Ireland,0.7628155946731567
1608,capital-world,Cairo,Egypt,Dushanbe,Tajikistan,Tajikistan,0.7534976601600647
1609,capital-world,Cairo,Egypt,Funafuti,Tuvalu,Kiribati,0.5050609111785889
1610,capital-world,Cairo,Egypt,Gaborone,Botswana,Botswana,0.7607406973838806
1611,capital-world,Cairo,Egypt,Georgetown,Guyana,Villanova,0.5243944525718689
1612,capital-world,Cairo,Egypt,Hanoi,Vietnam,Viet_Nam,0.7589392066001892
1613,capital-world,Cairo,Egypt,Harare,Zimbabwe,Zimbabwe,0.8095217943191528
1614,capital-world,Cairo,Egypt,Havana,Cuba,Cuba,0.7639016509056091
1615,capital-world,Cairo,Egypt,Helsinki,Finland,Finland,0.7256742119789124
1616,capital-world,Cairo,Egypt,Islamabad,Pakistan,Pakistan,0.8155919313430786
1617,capital-world,Cairo,Egypt,Jakarta,Indonesia,Indonesia,0.8066190481185913
1618,capital-world,Cairo,Egypt,Kabul,Afghanistan,Afghan,0.6829642057418823
1619,capital-world,Cairo,Egypt,Kampala,Uganda,Uganda,0.8107960224151611
1620,capital-world,Cairo,Egypt,Kathmandu,Nepal,Nepal,0.8061115145683289
1621,capital-world,Cairo,Egypt,Khartoum,Sudan,Sudan,0.7998431324958801
1622,capital-world,Cairo,Egypt,Kiev,Ukraine,Ukraine,0.8375455141067505
1623,capital-world,Cairo,Egypt,Kigali,Rwanda,Rwanda,0.7638438940048218
1624,capital-world,Cairo,Egypt,Kingston,Jamaica,Jamaica,0.5349994897842407
1625,capital-world,Cairo,Egypt,Libreville,Gabon,Gabon,0.710731029510498
1626,capital-world,Cairo,Egypt,Lilongwe,Malawi,Malawi,0.7087602019309998
1627,capital-world,Cairo,Egypt,Lima,Peru,Peru,0.663750946521759
1628,capital-world,Cairo,Egypt,Lisbon,Portugal,Portugal,0.668566882610321
1629,capital-world,Cairo,Egypt,Ljubljana,Slovenia,Slovenian,0.6629075407981873
1630,capital-world,Cairo,Egypt,London,England,Britain,0.6454267501831055
1631,capital-world,Cairo,Egypt,Luanda,Angola,Angolan,0.7181603908538818
1632,capital-world,Cairo,Egypt,Lusaka,Zambia,Zambia,0.7845057845115662
1633,capital-world,Cairo,Egypt,Madrid,Spain,Spain,0.7469132542610168
1634,capital-world,Cairo,Egypt,Managua,Nicaragua,Nicaragua,0.7273696064949036
1635,capital-world,Cairo,Egypt,Manama,Bahrain,Bahrain,0.7253007888793945
1636,capital-world,Cairo,Egypt,Manila,Philippines,Philippines,0.780030369758606
1637,capital-world,Canberra,Australia,Caracas,Venezuela,Venezuela,0.6774866580963135
1638,capital-world,Canberra,Australia,Chisinau,Moldova,Moldova,0.6756765246391296
1639,capital-world,Canberra,Australia,Conakry,Guinea,Burkina_Faso,0.5963870882987976
1640,capital-world,Canberra,Australia,Copenhagen,Denmark,Copenhagen_Denmark,0.601986825466156
1641,capital-world,Canberra,Australia,Dakar,Senegal,Dakar_Rally,0.623049795627594
1642,capital-world,Canberra,Australia,Damascus,Syria,Syria,0.678597629070282
1643,capital-world,Canberra,Australia,Dhaka,Bangladesh,Bangladesh,0.7662727236747742
1644,capital-world,Canberra,Australia,Doha,Qatar,Doha_Qatar,0.5637441873550415
1645,capital-world,Canberra,Australia,Dublin,Ireland,Ireland,0.7699614763259888
1646,capital-world,Canberra,Australia,Dushanbe,Tajikistan,Tajikistan,0.647067666053772
1647,capital-world,Canberra,Australia,Funafuti,Tuvalu,coral_islets,0.5103224515914917
1648,capital-world,Canberra,Australia,Gaborone,Botswana,Botswana,0.7095591425895691
1649,capital-world,Canberra,Australia,Georgetown,Guyana,Villanova,0.5172294974327087
1650,capital-world,Canberra,Australia,Hanoi,Vietnam,Viet_Nam,0.6714490652084351
1651,capital-world,Canberra,Australia,Harare,Zimbabwe,Zimbabwe,0.762389063835144
1652,capital-world,Canberra,Australia,Havana,Cuba,Cuba,0.6964417099952698
1653,capital-world,Canberra,Australia,Helsinki,Finland,Finland,0.690654993057251
1654,capital-world,Canberra,Australia,Islamabad,Pakistan,Pakistan,0.7743955850601196
1655,capital-world,Canberra,Australia,Jakarta,Indonesia,Indonesia,0.7807819843292236
1656,capital-world,Canberra,Australia,Kabul,Afghanistan,Afghans,0.585472047328949
1657,capital-world,Canberra,Australia,Kampala,Uganda,Uganda,0.7317002415657043
1658,capital-world,Canberra,Australia,Kathmandu,Nepal,Nepal,0.6984971761703491
1659,capital-world,Canberra,Australia,Khartoum,Sudan,Sudan,0.7195841073989868
1660,capital-world,Canberra,Australia,Kiev,Ukraine,Ukraine,0.7587231397628784
1661,capital-world,Canberra,Australia,Kigali,Rwanda,Rwanda,0.6653586626052856
1662,capital-world,Canberra,Australia,Kingston,Jamaica,Jamaica,0.5457184314727783
1663,capital-world,Canberra,Australia,Libreville,Gabon,Gabon,0.6084803938865662
1664,capital-world,Canberra,Australia,Lilongwe,Malawi,Malawi,0.660190761089325
1665,capital-world,Canberra,Australia,Lima,Peru,Peru,0.5860154032707214
1666,capital-world,Canberra,Australia,Lisbon,Portugal,Portugal,0.6316672563552856
